event_id,value,variable,latitude,longitude,year,month,day,station,station_name,sea_surface_height
18VA06669_2006669012,21.265,Chlorophyll_A_0_100,44.93333,-66.84999,2006,12,14,P5,NA,NA
18VA07669_2007669001,26.952,Chlorophyll_A_0_100,44.93333,-66.84999,2007,1,18,P5,NA,NA
18VA07669_2007669002,30.701,Chlorophyll_A_0_100,44.93333,-66.84999,2007,2,14,P5,Halifax,1.1
18VA07669_2007669002,30.701,Chlorophyll_A_0_100,44.93333,-66.84999,2007,2,14,P5,North Sydney,1
18VA07669_2007669002,30.701,Chlorophyll_A_0_100,44.93333,-66.84999,2007,2,14,P5,Yarmouth,3
18VA07669_2007669003,31.657,Chlorophyll_A_0_100,44.93333,-66.84999,2007,3,13,P5,NA,NA
18VA07669_2007669004,28.2625,Chlorophyll_A_0_100,44.93333,-66.84999,2007,4,3,P5,NA,NA
18VA07669_2007669005,94.6835,Chlorophyll_A_0_100,44.93333,-66.84999,2007,5,17,P5,NA,NA
18VA07669_2007669006,599.8475,Chlorophyll_A_0_100,44.93333,-66.84999,2007,6,13,P5,NA,NA
18VA07669_2007669007,92.5505,Chlorophyll_A_0_100,44.93333,-66.84999,2007,7,16,P5,Halifax,1
18VA07669_2007669007,92.5505,Chlorophyll_A_0_100,44.93333,-66.84999,2007,7,16,P5,Yarmouth,3
18VA07669_2007669008,162.545,Chlorophyll_A_0_100,44.93333,-66.84999,2007,8,15,P5,NA,NA
18VA07669_2007669009,83.0735,Chlorophyll_A_0_100,44.93333,-66.84999,2007,9,14,P5,NA,NA
18VA07669_2007669010,120.7255,Chlorophyll_A_0_100,44.93333,-66.84999,2007,10,15,P5,NA,NA
18VA07669_2007669011,27.2255,Chlorophyll_A_0_100,44.93333,-66.84999,2007,11,15,P5,Halifax,1
18VA07669_2007669011,27.2255,Chlorophyll_A_0_100,44.93333,-66.84999,2007,11,15,P5,North Sydney,0.9
18VA07669_2007669011,27.2255,Chlorophyll_A_0_100,44.93333,-66.84999,2007,11,15,P5,Yarmouth,3
18VA07669_2007669012,27.7915,Chlorophyll_A_0_100,44.93333,-66.84999,2007,12,14,P5,NA,NA
18VA08669_2008669001,23.667,Chlorophyll_A_0_100,44.93333,-66.84999,2008,1,14,P5,NA,NA
18VA08669_2008669002,25.023,Chlorophyll_A_0_100,44.93333,-66.84999,2008,2,26,P5,NA,NA
18VA08669_2008669003,21.9795,Chlorophyll_A_0_100,44.93333,-66.84999,2008,3,14,P5,NA,NA
18VA08669_2008669004,26.404,Chlorophyll_A_0_100,44.93333,-66.84999,2008,4,23,P5,NA,NA
18VA08669_2008669005,59.8315,Chlorophyll_A_0_100,44.93333,-66.84999,2008,5,14,P5,NA,NA
18VA08669_2008669006,496.153,Chlorophyll_A_0_100,44.93333,-66.84999,2008,6,16,P5,Yarmouth,3
18VA08669_2008669007,116.8725,Chlorophyll_A_0_100,44.93333,-66.84999,2008,7,14,P5,NA,NA
18VA08669_2008669008,304.8895,Chlorophyll_A_0_100,44.93333,-66.84999,2008,8,13,P5,NA,NA
18VA08669_2008669009,95.4955,Chlorophyll_A_0_100,44.93333,-66.84999,2008,9,16,P5,Yarmouth,3
18VA08669_2008669010,71.7385,Chlorophyll_A_0_100,44.93333,-66.84999,2008,10,14,P5,NA,NA
18VA08669_2008669011,27.8315,Chlorophyll_A_0_100,44.93333,-66.84999,2008,11,18,P5,NA,NA
18VA08669_2008669012,16.587,Chlorophyll_A_0_100,44.93333,-66.84999,2008,12,15,P5,NA,NA
18VA09669_2009669001,20.909,Chlorophyll_A_0_100,44.93333,-66.84999,2009,1,13,P5,NA,NA
18VA09669_2009669002,34.4355,Chlorophyll_A_0_100,44.93333,-66.84999,2009,2,17,P5,NA,NA
18VA09669_2009669003,40.5795,Chlorophyll_A_0_100,44.93333,-66.84999,2009,3,16,P5,Halifax,1
18VA09669_2009669003,40.5795,Chlorophyll_A_0_100,44.93333,-66.84999,2009,3,16,P5,North Sydney,0.8
18VA09669_2009669003,40.5795,Chlorophyll_A_0_100,44.93333,-66.84999,2009,3,16,P5,Yarmouth,3
18VA09669_2009669004,38.0585,Chlorophyll_A_0_100,44.93333,-66.84999,2009,4,6,P5,NA,NA
18VA09669_2009669005,168.892,Chlorophyll_A_0_100,44.93333,-66.84999,2009,5,11,P5,NA,NA
18VA09669_2009669006,94.357,Chlorophyll_A_0_100,44.93333,-66.84999,2009,6,15,P5,Halifax,1.1
18VA09669_2009669006,94.357,Chlorophyll_A_0_100,44.93333,-66.84999,2009,6,15,P5,North Sydney,0.8
18VA09669_2009669006,94.357,Chlorophyll_A_0_100,44.93333,-66.84999,2009,6,15,P5,Yarmouth,3
18VA09669_2009669007,71.366,Chlorophyll_A_0_100,44.93333,-66.84999,2009,7,15,P5,NA,NA
18VA09669_2009669008,71.635,Chlorophyll_A_0_100,44.93333,-66.84999,2009,8,17,P5,NA,NA
18VA09669_2009669009,140.69015625,Chlorophyll_A_0_100,44.93333,-66.84999,2009,9,16,P5,NA,NA
18VA09669_2009669010,58.83778125,Chlorophyll_A_0_100,44.93333,-66.84999,2009,10,14,P5,NA,NA
18VA09669_2009669011,47.504,Chlorophyll_A_0_100,44.93333,-66.84999,2009,11,18,P5,NA,NA
18VA09669_2009669012,32.519,Chlorophyll_A_0_100,44.93333,-66.84999,2009,12,14,P5,NA,NA
18VA10669_2010669001,31.965,Chlorophyll_A_0_100,44.93333,-66.84999,2010,1,27,P5,NA,NA
18VA10669_2010669002,40.77,Chlorophyll_A_0_100,44.93333,-66.84999,2010,2,15,P5,NA,NA
18VA10669_2010669003,35.5695,Chlorophyll_A_0_100,44.93333,-66.84999,2010,3,16,P5,Halifax,1.2
18VA10669_2010669003,35.5695,Chlorophyll_A_0_100,44.93333,-66.84999,2010,3,16,P5,North Sydney,0.9
18VA10669_2010669003,35.5695,Chlorophyll_A_0_100,44.93333,-66.84999,2010,3,16,P5,Yarmouth,3
18VA10669_2010669004,207.946,Chlorophyll_A_0_100,44.93333,-66.84999,2010,4,14,P5,NA,NA
18VA10669_2010669005,51.293,Chlorophyll_A_0_100,44.93333,-66.84999,2010,5,12,P5,NA,NA
18VA10669_2010669006,233.1555,Chlorophyll_A_0_100,44.93333,-66.84999,2010,6,14,P5,NA,NA
18VA10669_2010669008,163.402,Chlorophyll_A_0_100,44.93333,-66.84999,2010,8,16,P5,Halifax,1.1
18VA10669_2010669008,163.402,Chlorophyll_A_0_100,44.93333,-66.84999,2010,8,16,P5,North Sydney,0.9
18VA10669_2010669008,163.402,Chlorophyll_A_0_100,44.93333,-66.84999,2010,8,16,P5,Yarmouth,3
18VA10669_2010669009,300.563,Chlorophyll_A_0_100,44.93333,-66.84999,2010,9,21,P5,NA,NA
18VA10669_2010669010,71.427,Chlorophyll_A_0_100,44.93333,-66.84999,2010,10,12,P5,NA,NA
18VA10669_2010669011,40.9125,Chlorophyll_A_0_100,44.93333,-66.84999,2010,11,15,P5,Halifax,1.2
18VA10669_2010669011,40.9125,Chlorophyll_A_0_100,44.93333,-66.84999,2010,11,15,P5,Yarmouth,3
18VA10669_2010669012,32.324,Chlorophyll_A_0_100,44.93333,-66.84999,2010,12,15,P5,NA,NA
18VA11669_2011669001,23.388,Chlorophyll_A_0_100,44.93333,-66.84999,2011,1,17,P5,NA,NA
18VA11669_2011669002,28.4905,Chlorophyll_A_0_100,44.93333,-66.84999,2011,2,16,P5,NA,NA
18VA11669_2011669003,34.8225,Chlorophyll_A_0_100,44.93333,-66.84999,2011,3,14,P5,NA,NA
18VA11669_2011669004,32.1365,Chlorophyll_A_0_100,44.93333,-66.84999,2011,4,15,P5,Halifax,1.1
18VA11669_2011669005,35.167,Chlorophyll_A_0_100,44.93333,-66.84999,2011,5,18,P5,NA,NA
18VA11669_2011669006,169.714,Chlorophyll_A_0_100,44.93333,-66.84999,2011,6,16,P5,NA,NA
18VA11669_2011669007,266.9515,Chlorophyll_A_0_100,44.93333,-66.84999,2011,7,12,P5,NA,NA
18VA11669_2011669008,123.973,Chlorophyll_A_0_100,44.93333,-66.84999,2011,8,15,P5,North Sydney,0.8
18VA11669_2011669008,123.973,Chlorophyll_A_0_100,44.93333,-66.84999,2011,8,15,P5,Yarmouth,3
18VA11669_2011669009,64.678,Chlorophyll_A_0_100,44.93333,-66.84999,2011,9,12,P5,NA,NA
18VA11669_2011669010,54.9515,Chlorophyll_A_0_100,44.93333,-66.84999,2011,10,11,P5,NA,NA
18VA11669_2011669011,67.0705,Chlorophyll_A_0_100,44.93481,-66.85399,2011,11,18,P5,NA,NA
18VA11669_2011669012,31.065,Chlorophyll_A_0_100,44.93336,-66.85044,2011,12,12,P5,NA,NA
18VA12669_2012669001,24.18915,Chlorophyll_A_0_100,44.93071,-66.84946,2012,1,16,P5,Halifax,1.1
18VA12669_2012669001,24.18915,Chlorophyll_A_0_100,44.93071,-66.84946,2012,1,16,P5,North Sydney,0.9
18VA12669_2012669001,24.18915,Chlorophyll_A_0_100,44.93071,-66.84946,2012,1,16,P5,Yarmouth,3
18VA12669_2012669002,26.0044,Chlorophyll_A_0_100,44.93336,-66.85044,2012,2,13,P5,NA,NA
18VA12669_2012669003,32.9474,Chlorophyll_A_0_100,44.93071,-66.84946,2012,3,12,P5,NA,NA
18VA12669_2012669004,87.61465,Chlorophyll_A_0_100,44.93071,-66.84946,2012,4,16,P5,NA,NA
18VA12669_2012669005,232.24655,Chlorophyll_A_0_100,44.93071,-66.84946,2012,5,23,P5,NA,NA
18VA12669_2012669006,148.53145,Chlorophyll_A_0_100,44.93071,-66.84946,2012,6,18,P5,NA,NA
18VA12669_2012669007,202.61475,Chlorophyll_A_0_100,44.93071,-66.84946,2012,7,16,P5,Halifax,1.1
18VA12669_2012669007,202.61475,Chlorophyll_A_0_100,44.93071,-66.84946,2012,7,16,P5,North Sydney,0.9
18VA12669_2012669007,202.61475,Chlorophyll_A_0_100,44.93071,-66.84946,2012,7,16,P5,Yarmouth,3
18VA12669_2012669008,269.2882,Chlorophyll_A_0_100,44.93071,-66.84946,2012,8,13,P5,NA,NA
18VA12669_2012669009,138.57665,Chlorophyll_A_0_100,44.93071,-66.84946,2012,9,17,P5,NA,NA
18VA12669_2012669010,96.5095,Chlorophyll_A_0_100,44.93071,-66.84946,2012,10,26,P5,NA,NA
18VA12669_2012669011,50.51865,Chlorophyll_A_0_100,44.93336,-66.85044,2012,11,20,P5,NA,NA
18VA12669_2012669012,62.1399,Chlorophyll_A_0_100,44.9307,-66.8495,2012,12,20,P5,NA,NA
18VA14669_001,35.7830221875,Chlorophyll_A_0_100,44.93071,-66.84946,2014,1,13,P5,NA,NA
18VA14669_002,23.75872,Chlorophyll_A_0_100,44.99331,-66.73933,2014,2,18,P5,NA,NA
18VA14669_003,22.6733,Chlorophyll_A_0_100,44.93071,-66.84946,2014,3,17,P5,NA,NA
18VA14669_004,30.859845,Chlorophyll_A_0_100,44.93071,-66.84946,2014,4,17,P5,NA,NA
18VA14669_005,45.02485,Chlorophyll_A_0_100,44.93071,-66.84946,2014,5,14,P5,NA,NA
18VA14669_007,306.448465,Chlorophyll_A_0_100,44.93071,-66.84946,2014,6,16,P5,Halifax,1.1
18VA14669_007,306.448465,Chlorophyll_A_0_100,44.93071,-66.84946,2014,6,16,P5,Yarmouth,3
18VA14669_008,51.492235,Chlorophyll_A_0_100,44.93071,-66.84946,2014,7,18,P5,NA,NA
18VA14669_009,232.02232,Chlorophyll_A_0_100,44.93071,-66.84946,2014,8,11,P5,NA,NA
18VA14669_010,316.25014,Chlorophyll_A_0_100,44.93071,-66.84946,2014,9,15,P5,Halifax,1.1
18VA14669_010,316.25014,Chlorophyll_A_0_100,44.93071,-66.84946,2014,9,15,P5,North Sydney,0.9
18VA14669_010,316.25014,Chlorophyll_A_0_100,44.93071,-66.84946,2014,9,15,P5,Yarmouth,3
18VA14669_011,127.58974,Chlorophyll_A_0_100,44.93071,-66.84946,2014,10,10,P5,NA,NA
18VA14669_012,61.529355,Chlorophyll_A_0_100,44.93071,-66.84946,2014,11,13,P5,NA,NA
18VA14669_013,27.409765,Chlorophyll_A_0_100,44.93071,-66.84946,2014,12,16,P5,Halifax,1.1
18VA14669_013,27.409765,Chlorophyll_A_0_100,44.93071,-66.84946,2014,12,16,P5,North Sydney,0.9
18VA14669_013,27.409765,Chlorophyll_A_0_100,44.93071,-66.84946,2014,12,16,P5,Yarmouth,3
18VA15669_001,22.0622037,Chlorophyll_A_0_100,44.9307,-66.8495,2015,1,22,P5,NA,NA
18VA15669_002,21.4139661526963,Chlorophyll_A_0_100,44.9307,-66.8495,2015,2,17,P5,NA,NA
18VA15669_003,30.6574376400354,Chlorophyll_A_0_100,44.9307,-66.8495,2015,3,17,P5,NA,NA
18VA15669_004,729.774214556476,Chlorophyll_A_0_100,44.9307,-66.8495,2015,4,16,P5,NA,NA
18VA15669_005,432.187450328857,Chlorophyll_A_0_100,44.9307,-66.8495,2015,5,19,P5,NA,NA
18VA15669_006,55.61696455,Chlorophyll_A_0_100,44.9307,-66.8495,2015,6,19,P5,NA,NA
18VA15669_007,142.08061735,Chlorophyll_A_0_100,44.9307,-66.8495,2015,7,17,P5,NA,NA
18VA15669_008,117.40066155,Chlorophyll_A_0_100,44.9307,-66.8495,2015,8,19,P5,NA,NA
18VA15669_009,62.0780086,Chlorophyll_A_0_100,44.9307,-66.8495,2015,9,16,P5,NA,NA
18VA15669_010,31.45879255,Chlorophyll_A_0_100,44.9307,-66.8495,2015,10,19,P5,NA,NA
18VA15669_011,23.41271695,Chlorophyll_A_0_100,44.9307,-66.8495,2015,11,18,P5,NA,NA
18VA15669_012,21.4017395003562,Chlorophyll_A_0_100,44.9307,-66.8495,2015,12,21,P5,NA,NA
18VA16669_001,31.708395,Chlorophyll_A_0_100,44.93071,-66.84946,2016,2,2,P5,NA,NA
18VA16669_002,23.2117612359155,Chlorophyll_A_0_100,44.9307,-66.8495,2016,2,18,P5,NA,NA
18VA16669_003,29.1960364091213,Chlorophyll_A_0_100,44.9307,-66.8495,2016,3,10,P5,NA,NA
18VA16669_004,6.1247869,Chlorophyll_A_0_100,44.9307,-66.8495,2016,4,13,P5,NA,NA
18VA16669_005,194.8346547,Chlorophyll_A_0_100,44.9307,-66.8495,2016,5,19,P5,NA,NA
18VA16669_006,46.5700232147256,Chlorophyll_A_0_100,44.9307,-66.8495,2016,6,13,P5,NA,NA
18VA16669_007,56.6963412,Chlorophyll_A_0_100,44.9307,-66.8495,2016,7,14,P5,NA,NA
18VA16669_008,171.7078501028,Chlorophyll_A_0_100,44.9307,-66.8495,2016,8,18,P5,NA,NA
18VA16669_009,273.874359546024,Chlorophyll_A_0_100,44.9307,-66.8495,2016,9,16,P5,North Sydney,0.9
18VA16669_010,156.7233382,Chlorophyll_A_0_100,44.9307,-66.8495,2016,10,18,P5,NA,NA
18VA16669_011,186.72982035,Chlorophyll_A_0_100,44.9307,-66.8495,2016,11,10,P5,NA,NA
18VA16669_012,24.53100275,Chlorophyll_A_0_100,44.9307,-66.8495,2016,12,13,P5,NA,NA
18VA17669_001,22.3816354499668,Chlorophyll_A_0_100,44.9307,-66.8495,2017,1,19,P5,NA,NA
18VA17669_002,29.8131332,Chlorophyll_A_0_100,44.9307,-66.8495,2017,2,15,P5,NA,NA
18VA17669_003,23.9784943,Chlorophyll_A_0_100,44.9307,-66.8495,2017,3,17,P5,NA,NA
18VA17669_004,61.5735207,Chlorophyll_A_0_100,44.9307,-66.8495,2017,5,16,P5,Halifax,1.2
18VA17669_004,61.5735207,Chlorophyll_A_0_100,44.9307,-66.8495,2017,5,16,P5,North Sydney,0.9
18VA17669_004,61.5735207,Chlorophyll_A_0_100,44.9307,-66.8495,2017,5,16,P5,Yarmouth,3
18VA17669_005,228.35287455,Chlorophyll_A_0_100,44.9307,-66.8495,2017,6,14,P5,NA,NA
18VA17669_006,166.61708585,Chlorophyll_A_0_100,44.9307,-66.8495,2017,7,13,P5,NA,NA
18VA17669_007,236.492288988883,Chlorophyll_A_0_100,44.9307,-66.8495,2017,8,21,P5,NA,NA
18VA17669_008,158.44944,Chlorophyll_A_0_100,44.93071,-66.84946,2017,9,18,P5,NA,NA
18VA17669_009,210.5854113,Chlorophyll_A_0_100,44.9307,-66.8495,2017,10,11,P5,NA,NA
18VA17669_010,45.6017439285265,Chlorophyll_A_0_100,44.9307,-66.8495,2017,11,15,P5,Halifax,1.2
18VA17669_010,45.6017439285265,Chlorophyll_A_0_100,44.9307,-66.8495,2017,11,15,P5,Yarmouth,3
18VA17669_011,29.64513935,Chlorophyll_A_0_100,44.9307,-66.8495,2017,12,11,P5,NA,NA
18VA18669_001,27.17479845,Chlorophyll_A_0_100,44.9307,-66.8495,2018,1,16,P5,Halifax,1.1
18VA18669_001,27.17479845,Chlorophyll_A_0_100,44.9307,-66.8495,2018,1,16,P5,North Sydney,0.9
18VA18669_001,27.17479845,Chlorophyll_A_0_100,44.9307,-66.8495,2018,1,16,P5,Yarmouth,3
18VA18669_002,25.27026075,Chlorophyll_A_0_100,44.9307,-66.8495,2018,2,19,P5,NA,NA
18VA18669_003,42.05654015,Chlorophyll_A_0_100,44.9307,-66.8495,2018,3,12,P5,NA,NA
18VA18669_004,34.7299364383585,Chlorophyll_A_0_100,44.9307,-66.8495,2018,4,11,P5,NA,NA
18VA18669_005,128.59838955,Chlorophyll_A_0_100,44.9307,-66.8495,2018,5,16,P5,Halifax,1.1
18VA18669_005,128.59838955,Chlorophyll_A_0_100,44.9307,-66.8495,2018,5,16,P5,North Sydney,0.9
18VA18669_005,128.59838955,Chlorophyll_A_0_100,44.9307,-66.8495,2018,5,16,P5,Yarmouth,3
18VA18669_006,95.6179480238443,Chlorophyll_A_0_100,44.9307,-66.8495,2018,6,13,P5,NA,NA
18VA18669_007,98.4262461597401,Chlorophyll_A_0_100,44.9307,-66.8495,2018,7,17,P5,NA,NA
18VA18669_008,101.644524,Chlorophyll_A_0_100,44.9307,-66.8495,2018,8,15,P5,NA,NA
18VA18669_009,143.530692217058,Chlorophyll_A_0_100,44.9307,-66.8495,2018,9,12,P5,NA,NA
18VA18669_010,40.70674535,Chlorophyll_A_0_100,44.9307,-66.8495,2018,10,17,P5,NA,NA
18VA18669_011,32.6235661,Chlorophyll_A_0_100,44.9307,-66.8495,2018,11,15,P5,Halifax,1.2
18VA18669_011,32.6235661,Chlorophyll_A_0_100,44.9307,-66.8495,2018,11,15,P5,North Sydney,1
18VA18669_011,32.6235661,Chlorophyll_A_0_100,44.9307,-66.8495,2018,11,15,P5,Yarmouth,3
18VA18669_012,17.5179751,Chlorophyll_A_0_100,44.9307,-66.8495,2018,12,11,P5,NA,NA
18VA19669_001,13.769995,Chlorophyll_A_0_100,44.93071,-66.85,2019,1,17,P5,NA,NA
18VA19669_002,17.64956355,Chlorophyll_A_0_100,44.9307,-66.8495,2019,2,12,P5,NA,NA
18VA19669_003,28.3450233,Chlorophyll_A_0_100,44.9307,-66.8495,2019,3,13,P5,NA,NA
18VA19669_004,25.599711,Chlorophyll_A_0_100,44.9307,-66.8495,2019,4,17,P5,NA,NA
18VA19669_005,48.1725302895094,Chlorophyll_A_0_100,44.9307,-66.8495,2019,5,16,P5,Halifax,1.1
18VA19669_005,48.1725302895094,Chlorophyll_A_0_100,44.9307,-66.8495,2019,5,16,P5,North Sydney,0.9
18VA19669_005,48.1725302895094,Chlorophyll_A_0_100,44.9307,-66.8495,2019,5,16,P5,Yarmouth,3
18VA19669_006,252.016867764293,Chlorophyll_A_0_100,44.9307,-66.8495,2019,6,13,P5,NA,NA
18VA19669_007,31.8124552509531,Chlorophyll_A_0_100,44.9307,-66.8495,2019,7,16,P5,Halifax,1.2
18VA19669_007,31.8124552509531,Chlorophyll_A_0_100,44.9307,-66.8495,2019,7,16,P5,North Sydney,0.9
18VA19669_007,31.8124552509531,Chlorophyll_A_0_100,44.9307,-66.8495,2019,7,16,P5,Yarmouth,3
18VA19669_008,120.219678756559,Chlorophyll_A_0_100,44.9307,-66.8495,2019,8,14,P5,NA,NA
18VA19669_009,210.19337485,Chlorophyll_A_0_100,44.9307,-66.8495,2019,9,13,P5,NA,NA
18VA19669_010,148.37177605,Chlorophyll_A_0_100,44.9307,-66.8495,2019,10,15,P5,NA,NA
18VA19669_011,37.7421602829291,Chlorophyll_A_0_100,44.9307,-66.8495,2019,11,14,P5,NA,NA
18VA19669_012,11.3139943,Chlorophyll_A_0_100,44.9307,-66.8495,2019,12,17,P5,NA,NA
18VA99669_99669002,16.49825,Chlorophyll_A_0_100,44.93333,-66.85,1999,1,28,P5,NA,NA
18VA99669_99669003,16.1565,Chlorophyll_A_0_100,44.93333,-66.85,1999,2,11,P5,NA,NA
18VA99669_99669009,76.6533485869565,Chlorophyll_A_0_100,44.93333,-66.85,1999,7,28,P5,NA,NA
18VA99669_99669010,253.187897934783,Chlorophyll_A_0_100,44.93333,-66.85,1999,8,12,P5,NA,NA
18VA99669_99669011,322.65702,Chlorophyll_A_0_100,44.93333,-66.85,1999,8,30,P5,NA,NA
18VA99669_99669012,68.25546,Chlorophyll_A_0_100,44.93333,-66.85,1999,10,28,P5,NA,NA
18VA99669_99669013,135.06927,Chlorophyll_A_0_100,44.93333,-66.85,1999,11,16,P5,NA,NA
18VA99669_99669014,228.361485,Chlorophyll_A_0_100,44.93333,-66.85,1999,9,27,P5,NA,NA
18VA99669_99669015,152.5586925,Chlorophyll_A_0_100,44.933,-66.85,1999,10,12,P5,NA,NA
18VA99669_99669016,51.8175,Chlorophyll_A_0_100,44.93333,-66.85,1999,8,4,P5,NA,NA
18VA99669_99669017,36.6096195652174,Chlorophyll_A_0_100,44.93333,-66.85,1999,12,3,P5,NA,NA
18VA99669_99669018,27.6615,Chlorophyll_A_0_100,44.93333,-66.85,1999,12,14,P5,NA,NA
18VA99669_99669019,37.3485,Chlorophyll_A_0_100,44.93333,-66.85,1999,12,29,P5,NA,NA
18VA00669_2000669001,471.5545,Nitrate_0_50,44.93333,-66.85,2000,1,28,P5,NA,NA
18VA00669_2000669002,475.944,Nitrate_0_50,44.93333,-66.85,2000,2,21,P5,NA,NA
18VA00669_2000669003,468.8505,Nitrate_0_50,44.93333,-66.85,2000,3,2,P5,NA,NA
18VA00669_2000669004,468.9875,Nitrate_0_50,44.93333,-66.85,2000,3,13,P5,NA,NA
18VA00669_2000669005,480.7285,Nitrate_0_50,44.93333,-66.85,2000,3,29,P5,NA,NA
18VA00669_2000669006,446.055,Nitrate_0_50,44.93333,-66.85,2000,4,25,P5,NA,NA
18VA00669_2000669007,394.3115,Nitrate_0_50,44.93333,-66.85,2000,5,17,P5,Halifax,1
18VA00669_2000669008,233.033,Nitrate_0_50,44.93333,-66.85,2000,5,31,P5,NA,NA
18VA00669_2000669009,134.0905,Nitrate_0_50,44.93333,-66.85,2000,6,15,P5,Halifax,1
18VA00669_2000669009,134.0905,Nitrate_0_50,44.93333,-66.85,2000,6,15,P5,North Sydney,0.7
18VA00669_2000669009,134.0905,Nitrate_0_50,44.93333,-66.85,2000,6,15,P5,Yarmouth,3
18VA00669_2000669010,146.3835,Nitrate_0_50,44.93333,-66.85,2000,6,28,P5,NA,NA
18VA00669_2000669011,215.484,Nitrate_0_50,44.93333,-66.85,2000,7,11,P5,NA,NA
18VA00669_2000669012,149.404,Nitrate_0_50,44.93333,-66.85,2000,7,31,P5,NA,NA
18VA00669_2000669013,205.1015,Nitrate_0_50,44.93333,-66.85,2000,8,15,P5,Halifax,1
18VA00669_2000669014,252.9435,Nitrate_0_50,44.93333,-66.85,2000,8,28,P5,NA,NA
18VA00669_2000669015,219.681,Nitrate_0_50,44.93333,-66.85,2000,9,14,P5,NA,NA
18VA00669_2000669016,337.133,Nitrate_0_50,44.93333,-66.85,2000,9,25,P5,NA,NA
18VA00669_2000669017,361.5325,Nitrate_0_50,44.93333,-66.85,2000,10,16,P5,Halifax,1.1
18VA00669_2000669017,361.5325,Nitrate_0_50,44.93333,-66.85,2000,10,16,P5,North Sydney,0.8
18VA00669_2000669017,361.5325,Nitrate_0_50,44.93333,-66.85,2000,10,16,P5,Yarmouth,3
18VA00669_2000669018,356.548,Nitrate_0_50,44.93333,-66.85,2000,11,6,P5,NA,NA
18VA00669_2000669019,356.597,Nitrate_0_50,44.93333,-66.85,2000,11,14,P5,NA,NA
18VA00669_2000669020,334.5475,Nitrate_0_50,44.93333,-66.85,2000,11,29,P5,NA,NA
18VA00669_2000669021,409.733,Nitrate_0_50,44.93333,-66.84999,2000,12,19,P5,NA,NA
18VA01669_2001669001,379.92675,Nitrate_0_50,44.93333,-66.85,2001,1,2,P5,NA,NA
18VA01669_2001669002,377.63425,Nitrate_0_50,44.93333,-66.85,2001,1,15,P5,NA,NA
18VA01669_2001669003,431.59175,Nitrate_0_50,44.93333,-66.85,2001,1,29,P5,NA,NA
18VA01669_2001669004,419.147,Nitrate_0_50,44.93333,-66.85,2001,2,13,P5,NA,NA
18VA01669_2001669005,429.81325,Nitrate_0_50,44.93333,-66.85,2001,3,1,P5,NA,NA
18VA01669_2001669007,385.5365,Nitrate_0_50,44.93333,-66.85,2001,3,29,P5,NA,NA
18VA01669_2001669008,254.15225,Nitrate_0_50,44.93333,-66.85,2001,5,2,P5,NA,NA
18VA01669_2001669009,284.6795,Nitrate_0_50,44.93333,-66.85,2001,5,22,P5,NA,NA
18VA01669_2001669010,258.4625,Nitrate_0_50,44.93333,-66.85,2001,5,30,P5,NA,NA
18VA01669_2001669011,209.514,Nitrate_0_50,44.93333,-66.85,2001,6,12,P5,NA,NA
18VA01669_2001669013,169.293,Nitrate_0_50,44.93333,-66.85,2001,7,13,P5,NA,NA
18VA01669_2001669014,226.76325,Nitrate_0_50,44.93333,-66.85,2001,7,31,P5,NA,NA
18VA01669_2001669015,231.71475,Nitrate_0_50,44.93333,-66.85,2001,8,14,P5,NA,NA
18VA01669_2001669016,266.6775,Nitrate_0_50,44.93333,-66.85,2001,8,28,P5,NA,NA
18VA01669_2001669017,280.82975,Nitrate_0_50,44.93333,-66.85,2001,9,13,P5,NA,NA
18VA01669_2001669018,256.16675,Nitrate_0_50,44.93333,-66.85,2001,10,2,P5,NA,NA
18VA01669_2001669019,361.23975,Nitrate_0_50,44.93333,-66.85,2001,10,15,P5,NA,NA
18VA01669_2001669020,345.5575,Nitrate_0_50,44.93333,-66.85,2001,10,29,P5,NA,NA
18VA01669_2001669022,475.37575,Nitrate_0_50,44.93333,-66.85,2001,11,29,P5,NA,NA
18VA02669_2002669001,514.237,Nitrate_0_50,44.93333,-66.84999,2002,1,3,P5,NA,NA
18VA02669_2002669002,461.0365,Nitrate_0_50,44.93333,-66.84999,2002,1,15,P5,NA,NA
18VA02669_2002669003,449.3035,Nitrate_0_50,44.93333,-66.84999,2002,1,29,P5,NA,NA
18VA02669_2002669004,455.697,Nitrate_0_50,44.93333,-66.84999,2002,2,13,P5,NA,NA
18VA02669_2002669005,392.1785,Nitrate_0_50,44.93333,-66.84999,2002,2,26,P5,NA,NA
18VA02669_2002669006,398.624,Nitrate_0_50,44.93333,-66.84999,2002,3,13,P5,NA,NA
18VA02669_2002669007,383.839,Nitrate_0_50,44.93333,-66.84999,2002,4,15,P5,Halifax,1
18VA02669_2002669007,383.839,Nitrate_0_50,44.93333,-66.84999,2002,4,15,P5,North Sydney,0.7
18VA02669_2002669007,383.839,Nitrate_0_50,44.93333,-66.84999,2002,4,15,P5,Yarmouth,3
18VA02669_2002669008,442.0975,Nitrate_0_50,44.93333,-66.84999,2002,5,2,P5,NA,NA
18VA02669_2002669009,408.1655,Nitrate_0_50,44.93333,-66.84999,2002,5,17,P5,NA,NA
18VA02669_2002669010,351.739,Nitrate_0_50,44.93333,-66.84999,2002,5,30,P5,NA,NA
